Adresa;GPS lat;GPS lon;Městská část;vyska;0.001;0.005;0.01;avgtemp;difftemp
Vychodilova 9;49.2192781;16.5725453;Žabovřesky;240.8;0.0;0.07895903220410151;0.10473627632675213;11.1952478263386;-0.5422928195868426
Za Mostem 22;49.1809903;16.6242056;Komárov;198.5;0.0;0.013943691002103662;0.008475642456859753;12.420430003856552;0.6828893579311099
Za školou 1a;49.1785222;16.6263639;Komárov;198.6;0.0;0.020587722711415433;0.007649304343715665;11.920588801972091;0.1830481560466488
Záhřebská 1;49.2194917;16.582694699999998;Žabovřesky;258.8;0.0;0.05247426330177407;0.032454008834867966;12.047714428511146;0.3101737825857036
Záhřebská 2;49.2184486;16.5830922;Žabovřesky;254.8;0.0;0.034295669006378635;0.03562890961988231;11.332255211137696;-0.40528543478774637
Záhřebská 3;49.21747720000001;16.582909400000002;Žabovřesky;251.3;0.025916910461417038;0.02272516144188893;0.037239930738451985;12.0067517124607;0.2692110665352576
Záhřebská 4;49.2172808;16.5830794;Žabovřesky;250.7;0.05704708620225912;0.02060678930076429;0.03761980450142206;11.90007116342581;0.16253051750036818
Záhřebská 5;49.2192156;16.5812603;Žabovřesky;253.6;0.0;0.04997893757205997;0.04276355322057672;12.060311022259807;0.3227703763343648
Záhřebská 6;49.2184342;16.5822739;Žabovřesky;253.9;0.0;0.035878130204651304;0.03426352117034105;12.303756864489374;0.5662162185639321
Záhřebská 7;49.2194225;16.581094699999998;Žabovřesky;254.4;0.0;0.053087140034203256;0.04687027938469559;11.969873261919064;0.23233261599362187
Záhřebská 8;49.2181797;16.5824928;Žabovřesky;253.3;0.0;0.031405867941134605;0.03509039612305573;11.401356987717982;-0.3361836582074602
Záhřebská 9;49.2196175;16.5809272;Žabovřesky;255.3;0.0;0.055389093352820634;0.05127413578916135;11.603252220043863;-0.13428842588157863
Zámečnická 2;49.1945964;16.6076764;Střed;223.8;0.0;0.14936873200079648;0.0981325299122852;13.814963804988766;2.077423159063324
Zborovská 35;49.2126378;16.5837997;Žabovřesky;242.9;0.0;0.025862421073920568;0.06802609830260815;10.819198512463963;-0.9183421334614792
Zborovská 37;49.2127839;16.583606699999994;Žabovřesky;242.2;0.0;0.0260716684585122;0.06614321363075956;11.283955676112628;-0.45358496981281426
Zborovská 39;49.2129511;16.583119699999994;Žabovřesky;240.1;0.0;0.028653408066597632;0.0646629135230755;11.31386392070065;-0.4236767252247926
Zborovská 41;49.2131144;16.5826369;Žabovřesky;238.7;0.0;0.02914364763870838;0.062467686979970787;12.202558577969398;0.46501793204395625
Zborovská 43;49.2134775;16.5816981;Žabovřesky;235.5;0.0;0.028752432479409014;0.058524430007996175;11.792277079247949;0.05473643332250688
Zelný trh 15;49.1926292;16.6083219;Střed;226.8;0.0;0.08261280464448997;0.09342830437693762;12.784655054782048;1.047114408856606
Zikova 34;49.2079081;16.6767375;Líšeň;311.6;0.0;0.048252072098095386;0.052104839525452785;11.515068313630515;-0.22247233229492736
Zlínská 19;49.1782625;16.68755;Slatina;260.7;0.0;0.0058510902261458475;0.0021028185415426412;11.067479721129908;-0.6700609247955338
Žitná 11a;49.2384461;16.5883047;Řečkovice;239.0;0.0;0.11426692369443504;0.1613528002085305;10.791650605195755;-0.9458900407296866
Botanická 27;49.2071778;16.5994594;Ponava;230.0;0.0;0.08191839680768037;0.0995925133080237;13.041025085919895;1.3034844399944525
Foltýnova 19a;49.2153503;16.5061939;Bystrc;311.4;0.0;0.24793949378352945;0.17910494347331607;12.158396887759011;0.42085624183356884
Foltýnova 23a;49.2167489;16.507540300000002;Bystrc;304.8;0.0;0.13087976838411072;0.17561052906839886;12.865262428279975;1.1277217823545325
Kuršova 36;49.2168628;16.503916699999998;Bystrc;321.2;0.0;0.11930880310713868;0.13365909157150987;11.866199730613635;0.1286590846881932
Nové Sady 17-25;49.188935;16.607938;Staré Brno;201.8;0.04396525386236126;0.03966549229784938;0.0767756963992514;11.88033833206238;0.14279768613693733
Oblá 12a;49.1762483;16.5602825;Kamenný Vrch;297.8;0.0;0.0019922662609546528;0.14515578010020644;11.063580896922094;-0.6739597490033482
Oblá 18;49.1758578;16.558244400000003;Kamenný Vrch;296.9;0.0;0.02336361436702588;0.11804373114429205;11.174553429870146;-0.562987216055296
Oblá 22;49.1762472;16.557191699999994;Kamenný Vrch;300.0;0.0;0.03941896642557638;0.12703296510939655;10.536250242243998;-1.201290403681444
Oblá 32;49.1765492;16.5557481;Kamenný Vrch;299.8;0.0;0.08867682709074717;0.1295822390337308;10.567977092511017;-1.1695635534144255
Oblá 33;49.1748011;16.560129699999994;Kamenný Vrch;290.8;0.0;0.005855532383716671;0.10851577124696248;10.883336859923991;-0.8542037860014506
Oblá 35;49.1745183;16.5602631;Kamenný Vrch;288.9;0.0;0.005635053138114604;0.10312006780752994;10.847526464361383;-0.8900141815640588
Oblá 38;49.1767811;16.55486;Kamenný Vrch;300.3;0.0;0.11633816349373158;0.13089120953885347;10.550561065407768;-1.186979580517674
Oblá 39;49.1748217;16.5585083;Kamenný Vrch;286.2;0.0;0.02240836638707868;0.09703127356860207;11.855136098223795;0.11759545229835311
Oblá 41;49.1750128;16.5584461;Kamenný Vrch;288.0;0.0;0.02312929962752261;0.09983270645249408;10.806483847658805;-0.9310567982666367
Oblá 45;49.1757558;16.5571783;Kamenný Vrch;295.0;0.0;0.038733723108583966;0.11260724736189605;11.112465432511842;-0.6250752134136004
Oblá 48;49.1769728;16.5531736;Kamenný Vrch;300.5;0.0;0.13842935784394186;0.13113272762323705;9.837017859029997;-1.9005227868954453
Oblá 51;49.1755039;16.5571092;Kamenný Vrch;291.9;0.0;0.040099392752217466;0.1054835925686958;11.78390151181829;0.04636086589284716
Oblá 52;49.1772853;16.5530389;Kamenný Vrch;306.1;0.0;0.1448124077651315;0.13847618914464707;10.964145298393216;-0.7733953475322259
Oblá 54;49.17704420000001;16.550910000000002;Kamenný Vrch;302.6;0.1790618703708406;0.1363158578943866;0.13690608565225634;12.316835308856149;0.5792946629307067
Oblá 56;49.1773711;16.5509592;Kamenný Vrch;303.7;0.15587995326116852;0.1405871381981358;0.14427731158673732;11.231671740722174;-0.5058689052032683
Oblá 57;49.17611;16.5557664;Kamenný Vrch;294.7;0.0;0.08358206662188769;0.11996145197482863;10.757211944288166;-0.9803287016372764
Oblá 63;49.1763483;16.5548181;Kamenný Vrch;294.5;0.0;0.10848129920085456;0.12318258616803855;11.227678163344278;-0.5098624825811644
Oblá 73;49.17652;16.5532647;Kamenný Vrch;294.8;0.0;0.1308691404131243;0.12323273548612597;10.773625195521928;-0.9639154504035137
Oblá 75a;49.17624110000001;16.5531606;Kamenný Vrch;291.0;0.0101233091486791;0.12833954252788402;0.11817507505777725;11.173784633765061;-0.5637560121603808
Oblá 77;49.1764328;16.5521944;Kamenný Vrch;294.2;0.07248306853864205;0.13445791389157588;0.12183944006289295;10.717578494374859;-1.0199621515505832
Oblá 79;49.1761442;16.5520739;Kamenný Vrch;291.5;0.2081315211015924;0.13407063912614287;0.11685402819663325;11.385181828699345;-0.3523588172260972
Oblá 81;49.1764667;16.550981099999998;Kamenný Vrch;294.5;0.3299506594600539;0.13414613974649586;0.12454734446605174;11.398295246360039;-0.339245399565403
Oblá 83;49.1767386;16.5508936;Kamenný Vrch;299.4;0.2571873101654712;0.13449401239302025;0.13036000976907242;10.852257429943618;-0.8852832159818238
Rerychova 22;49.2159914;16.5052114;Bystrc;317.3;0.0;0.19724909325554604;0.15949547335889505;12.32131624030349;0.5837755943780483
Slunečná 10;49.1796044;16.547803599999998;Kamenný Vrch;299.0;0.4681924652994892;0.17360088449950692;0.2659307068775348;11.033382852292164;-0.7041577936332786
Slunečná 2;49.1778739;16.5475042;Kamenný Vrch;287.6;0.7114700576063575;0.15285583365674493;0.193495067683151;11.39139550583475;-0.34614514009069275
Slunečná 4;49.1781997;16.5473544;Kamenný Vrch;289.6;0.7237330795143987;0.15326049524449506;0.2088749661683071;11.688313015971165;-0.04922762995427732
Slunečná 6;49.1788547;16.5476228;Kamenný Vrch;292.7;0.8027190074684553;0.16053839669370856;0.2345980638886692;11.781550776352644;0.04401013042720159
Slunečná 8;49.1791936;16.5477761;Kamenný Vrch;294.7;0.6871638284493314;0.16514198558687634;0.2474151830814513;11.213930616888865;-0.5236100290365773
Svážná 1;49.1743331;16.5572144;Kamenný Vrch;277.5;0.0;0.03454164108886295;0.08325380205310047;10.944078633626;-0.7934620122994414
Svážná 29;49.1749261;16.551946100000002;Kamenný Vrch;272.9;0.4268470098313566;0.12242359949925337;0.08918788087966151;11.00252306932272;-0.735017576602722
Svážná 3;49.1746664;16.556407500000002;Kamenný Vrch;278.1;0.0;0.04920831761914071;0.08680003998066475;10.674737660318844;-1.0628029856065986
Svážná 4;49.1749708;16.5572078;Kamenný Vrch;284.1;0.0;0.03722971647043929;0.09316125035653254;10.940528276568386;-0.7970123693570557
Svážná 5;49.1745375;16.5554494;Kamenný Vrch;274.8;0.0;0.06738397784534937;0.08328840017231683;11.539269188654535;-0.19827145727090745
Svážná 7;49.1748278;16.5553164;Kamenný Vrch;277.6;0.0;0.07562046659747049;0.08915640664591727;10.488421944802626;-1.249118701122816
Svážná 9a;49.1752347;16.554342499999994;Kamenný Vrch;280.0;0.0;0.10309352116810062;0.09704582324115267;10.369424197443422;-1.36811644848202
Svážná13;49.1752669;16.5535308;Kamenný Vrch;280.9;0.07208975597000293;0.11672815853439596;0.0967482133244556;11.04353992617068;-0.6940007197547615
Svážná14;49.1753253;16.5557628;Kamenný Vrch;284.3;0.0;0.0745217057331615;0.10116036539359184;10.846412809377721;-0.8911278365477209
Svážná20;49.1755478;16.554834699999994;Kamenný Vrch;284.6;0.0;0.09972314185464404;0.10589293734594538;10.47494750216193;-1.262593143763512
Svážná21;49.1755222;16.5520128;Kamenný Vrch;282.9;0.36110886290006666;0.12887557300160205;0.10466060932585693;11.314647141061402;-0.42289350486404054
Svážná30;49.17572;16.5532575;Kamenný Vrch;286.0;0.08527082544630224;0.12061509748455193;0.10741920779589943;10.010249082698454;-1.7272915632269878
